symbol,direction,entry_time,entry_price,exit_time,exit_price,qty,notional,sl_price,tp_price,atr_val,exit_type,gross_pnl,commission,slippage,net_pnl
ETHUSDT,LONG,2024-03-12 05:55:00,3360.5357755994455,2024-03-12 06:00:00,3366.679967535838,0.023805727819020097,80.0,3366.679967535838,3400.862204906639,6.144191936392567,SL,0.14626696090557592,0.048,0.008,0.09026696090557593
BTCUSDT,SHORT,2024-03-12 05:30:00,63335.41876535455,2024-03-12 06:35:00,63231.86040672598,0.0012631163030023451,80.0,63231.86040672598,62575.3937401703,207.11671725714316,SL,0.1308062510959129,0.048,0.008,0.0748062510959129
ETHUSDT,SHORT,2024-03-12 07:25:00,3369.6119176833363,2024-03-12 08:05:00,3369.6119176833363,0.02374160643846527,80.0,3369.6119176833363,3329.176574671136,6.701921867709292,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-12 08:40:00,3379.9553184829956,2024-03-12 08:50:00,3383.311347172366,0.023668951942212628,80.0,3383.311347172366,3420.5147823047914,6.712057378740352,SL,0.07943368176539259,0.048,0.008,0.023433681765392587
ETHUSDT,LONG,2024-03-12 09:40:00,3380.380630901274,2024-03-12 10:05:00,3380.380630901274,0.023665973964201326,80.0,3380.380630901274,3420.945198472089,5.7827746348614415,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-12 11:00:00,3382.514656905088,2024-03-12 11:50:00,3358.8370543067526,0.02365104311867133,80.0,3358.8370543067526,3423.104832787949,6.5211455572123915,SL,-0.5599999999999948,0.048,0.008,-0.6159999999999949
BTCUSDT,SHORT,2024-03-13 04:15:00,64745.268144327965,2024-03-13 04:45:00,64601.34108011859,0.0012356115325936514,80.0,64601.34108011859,63968.32492659603,143.92706420937282,SL,0.17783794038945208,0.048,0.008,0.12183794038945206
BTCUSDT,LONG,2024-03-13 06:20:00,65063.51281738653,2024-03-13 07:05:00,65063.51281738653,0.0012295677951563366,80.0,65063.51281738653,65844.27497119516,181.41658070228925,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,SHORT,2024-03-13 07:35:00,3366.3313409889442,2024-03-13 08:00:00,3366.3313409889442,0.02376474324612918,80.0,3366.3313409889442,3325.935364897077,6.633029367023209,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-03-13 07:25:00,64344.595152572394,2024-03-13 10:40:00,64344.595152572394,0.0012433056702012947,80.0,64344.595152572394,63572.460010741524,236.11903884836335,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-14 04:20:00,3444.2711426424653,2024-03-14 04:25:00,3447.642357818323,0.023226975080313662,80.0,3447.642357818323,3485.6023963541747,6.742430351715268,SL,0.07830313088002301,0.048,0.008,0.02230313088002301
BTCUSDT,SHORT,2024-03-14 04:50:00,64561.089819232344,2024-03-14 05:35:00,64494.30448926315,0.0012391364554717988,80.0,64494.30448926315,63786.356741401556,133.57065993838347,SL,0.08275613705553955,0.048,0.008,0.02675613705553955
BTCUSDT,LONG,2024-03-14 05:55:00,64646.71471472965,2024-03-14 06:50:00,64194.18771172654,0.0012374952130672176,80.0,64194.18771172654,65422.47529130641,117.64170136652096,SL,-0.5600000000000027,0.048,0.008,-0.6160000000000028
ETHUSDT,SHORT,2024-03-14 06:35:00,3453.032195672863,2024-03-14 06:50:00,3453.032195672863,0.02316804346633411,80.0,3453.032195672863,3411.5958093247887,7.0225260602794535,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-03-14 08:20:00,64169.091749235755,2024-03-14 08:45:00,64298.691771860416,0.0012467061293718995,80.0,64298.691771860416,64939.12085022659,129.60002262466355,SL,0.16157314257290234,0.048,0.008,0.10557314257290235
BTCUSDT,SHORT,2024-03-14 09:15:00,64142.81143189037,2024-03-14 10:40:00,64591.8111119136,0.0012472169244553224,80.0,64591.8111119136,63373.097694707685,136.95742585113788,SL,-0.5600000000000005,0.048,0.008,-0.6160000000000005
ETHUSDT,LONG,2024-03-15 04:00:00,3436.579278274975,2024-03-15 04:50:00,3412.5232233270503,0.02327896245715501,80.0,3412.5232233270503,3477.8182296142745,6.031369398946484,SL,-0.5599999999999953,0.048,0.008,-0.6159999999999953
BTCUSDT,SHORT,2024-03-15 04:45:00,64743.40989954074,2024-03-15 05:35:00,64743.40989954074,0.0012356469967234067,80.0,64743.40989954074,63966.48898074625,239.09609768950318,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-15 11:00:00,3432.307805794227,2024-03-15 11:10:00,3442.25998285515,0.023307932891376625,80.0,3442.25998285515,3473.495499463758,9.952177060923079,SL,0.23196467505909293,0.048,0.008,0.1759646750590929
ETHUSDT,LONG,2024-03-15 12:00:00,3434.1718377912325,2024-03-15 12:15:00,3410.1326349266938,0.023295281592971732,80.0,3410.1326349266938,3475.3818998447273,13.488216539904748,SL,-0.5600000000000033,0.048,0.008,-0.6160000000000033
BTCUSDT,LONG,2024-03-15 13:10:00,67388.45585037273,2024-03-15 13:40:00,66916.73665942012,0.001187146952552668,80.0,66916.73665942012,68197.1173205772,186.9098716470589,SL,-0.5600000000000076,0.048,0.008,-0.6160000000000077
BTCUSDT,SHORT,2024-03-15 15:40:00,66776.28817424578,2024-03-15 16:35:00,66776.28817424578,0.0011980300520934664,80.0,66776.28817424578,65974.97271615484,191.56772048394637,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,SHORT,2024-03-18 04:50:00,3553.0921550036355,2024-03-18 04:55:00,3553.0921550036355,0.02251559951445114,80.0,3553.0921550036355,3510.455049143592,7.631145928847089,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-18 05:05:00,3551.7563598848005,2024-03-18 05:25:00,3559.571132482078,0.022524067501802057,80.0,3559.571132482078,3594.3774362034183,7.814772597277816,SL,0.17602046549231418,0.048,0.008,0.12002046549231415
ETHUSDT,SHORT,2024-03-18 05:50:00,3566.7812542779698,2024-03-18 06:00:00,3566.7812542779698,0.022429185951352813,80.0,3566.7812542779698,3523.9798792266342,8.60732972312741,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-03-18 06:10:00,63521.44466745989,2024-03-18 07:45:00,63966.09478013211,0.0012594172002668822,80.0,63966.09478013211,62759.18733145037,195.60590594582467,SL,-0.5600000000000028,0.048,0.008,-0.6160000000000029
ETHUSDT,SHORT,2024-03-18 06:55:00,3550.4921124568964,2024-03-18 08:45:00,3545.815843261149,0.022532087796877542,80.0,3545.815843261149,3507.8862071074136,9.352538391494807,SL,0.10536610808041455,0.048,0.008,0.04936610808041455
BTCUSDT,SHORT,2024-03-18 08:50:00,64541.63259761528,2024-03-18 09:10:00,64541.63259761528,0.0012395100151674175,80.0,64541.63259761528,63767.133006443895,273.3560130892325,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-03-19 04:20:00,65529.40328981843,2024-03-19 04:50:00,65529.40328981843,0.0012208260106716083,80.0,65529.40328981843,64743.05045034061,180.01943631367035,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-19 04:15:00,3677.7257082780293,2024-03-19 05:45:00,3677.7257082780293,0.02175257383114014,80.0,3677.7257082780293,3721.8584167773656,12.11964671340681,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-03-19 08:05:00,64993.44092440255,2024-03-19 08:45:00,65076.30949323797,0.001230893438817194,80.0,65076.30949323797,65773.36221549538,165.73713767082754,SL,0.10200237766368483,0.048,0.008,0.04600237766368483
ETHUSDT,SHORT,2024-03-19 08:20:00,3663.398978210756,2024-03-19 08:45:00,3656.1396452263234,0.02183764325857646,80.0,3656.1396452263234,3619.438190472227,14.518665968865283,SL,0.15852672400925638,0.048,0.008,0.10252672400925639
BTCUSDT,SHORT,2024-03-19 09:25:00,65017.95667195338,2024-03-19 10:30:00,65473.08236865706,0.0012304293166830538,80.0,65473.08236865706,64237.741191889945,158.05927933685285,SL,-0.5600000000000018,0.048,0.008,-0.6160000000000019
ETHUSDT,LONG,2024-03-19 10:25:00,3656.2109745981365,2024-03-19 10:30:00,3656.2109745981365,0.021880575425162113,80.0,3656.2109745981365,3700.085506293314,12.722413524172948,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-20 05:45:00,3666.377983669836,2024-03-20 06:30:00,3666.377983669836,0.021819899736558134,80.0,3666.377983669836,3710.374519473874,6.626527916003465,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,SHORT,2024-03-20 06:45:00,3660.9175669062147,2024-03-20 07:35:00,3654.001803224346,0.021852445059998105,80.0,3654.001803224346,3616.9865561033403,6.915763681868558,SL,0.15112634590596405,0.048,0.008,0.09512634590596405
BTCUSDT,SHORT,2024-03-20 07:25:00,63996.83246871996,2024-03-20 07:50:00,64444.81029600099,0.0012500618689073712,80.0,64444.81029600099,63228.87047909532,235.63094594888005,SL,-0.5599999999999957,0.048,0.008,-0.6159999999999958
BTCUSDT,LONG,2024-03-20 10:40:00,65091.46794296505,2024-03-20 11:25:00,64635.8276673643,0.0012290397271436284,80.0,64635.8276673643,65872.56555828064,249.19922210317714,SL,-0.5599999999999958,0.048,0.008,-0.6159999999999959
ETHUSDT,SHORT,2024-03-20 14:30:00,3790.9684124484115,2024-03-20 14:50:00,3817.5051913355505,0.021102787281820606,80.0,3817.5051913355505,3745.4767914990307,9.439009020218888,SL,-0.5600000000000026,0.048,0.008,-0.6160000000000027
ETHUSDT,SHORT,2024-03-21 04:25:00,3773.696957904101,2024-03-21 04:30:00,3773.696957904101,0.021199370509186764,80.0,3773.696957904101,3728.412594409252,7.478398173648103,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,SHORT,2024-03-21 05:00:00,3773.709192508519,2024-03-21 05:30:00,3800.125156856079,0.02119930177948374,80.0,3800.125156856079,3728.424682198417,8.163667283099398,SL,-0.5599999999999986,0.048,0.008,-0.6159999999999987
BTCUSDT,SHORT,2024-03-21 04:10:00,62510.92021078781,2024-03-21 06:05:00,62948.496652263326,0.0012797763931524082,80.0,62948.496652263326,61760.78916825836,167.91785877401486,SL,-0.5600000000000038,0.048,0.008,-0.6160000000000039
ETHUSDT,SHORT,2024-03-22 04:20:00,3635.2545377115034,2024-03-22 04:55:00,3660.701319475484,0.02200671209404838,80.0,3660.701319475484,3591.6314832589655,9.166426467112968,SL,-0.5600000000000028,0.048,0.008,-0.6160000000000029
BTCUSDT,SHORT,2024-03-22 05:30:00,61138.69535161732,2024-03-22 05:35:00,61088.04256758752,0.0013085002802220203,80.0,61088.04256758752,60405.03100739791,101.30556805959654,SL,0.06627918209701927,0.048,0.008,0.010279182097019272
BTCUSDT,LONG,2024-03-22 06:15:00,61039.54815846696,2024-03-22 06:20:00,61101.63805604604,0.0013106256912700127,80.0,61101.63805604604,61772.02273636856,124.17979515815449,SL,0.081376614935462,0.048,0.008,0.025376614935461998
ETHUSDT,SHORT,2024-03-22 06:05:00,3639.5895991401076,2024-03-22 07:00:00,3635.53642326615,0.021980500224228816,80.0,3635.53642326615,3595.9145239504264,8.106351747915303,SL,0.08909083320636321,0.048,0.008,0.03309083320636321
BTCUSDT,SHORT,2024-03-22 07:45:00,61052.461622620736,2024-03-22 08:20:00,60929.576251256396,0.0013103484752916,80.0,60929.576251256396,60319.83208314929,122.88537136434081,SL,0.16102265900290527,0.048,0.008,0.10502265900290528
BTCUSDT,SHORT,2024-03-22 09:25:00,60996.493448343586,2024-03-22 10:00:00,60946.63066307434,0.0013115508036170966,80.0,60946.63066307434,60264.53552696346,99.72557053849464,SL,0.06539757609046414,0.048,0.008,0.009397576090464134
ETHUSDT,LONG,2024-03-25 04:20:00,3668.7244163948885,2024-03-25 04:55:00,3643.043345480124,0.02180594422478123,80.0,3643.043345480124,3712.7491093916274,10.49290930023541,SL,-0.560000000000004,0.048,0.008,-0.6160000000000041
ETHUSDT,LONG,2024-03-25 05:20:00,3676.8028635921373,2024-03-25 06:20:00,3682.7521108641,0.02175803353292707,80.0,3682.7521108641,3720.924497955243,11.89849454392477,SL,0.12944392163903665,0.048,0.008,0.07344392163903665
ETHUSDT,LONG,2024-03-25 08:00:00,3718.0005995725423,2024-03-25 08:05:00,3725.940577008213,0.021516941124000245,80.0,3725.940577008213,3762.616606767413,7.939977435670639,SL,0.17084402700921686,0.048,0.008,0.11484402700921686
BTCUSDT,SHORT,2024-03-25 07:30:00,62687.074624642904,2024-03-25 08:55:00,63125.88414701541,0.0012761801452535993,80.0,63125.88414701541,61934.82972914719,190.86309175967966,SL,-0.5600000000000036,0.048,0.008,-0.6160000000000037
ETHUSDT,LONG,2024-03-25 08:15:00,3729.768775350814,2024-03-25 08:55:00,3737.9121574177625,0.021449050817493473,80.0,3737.9121574177625,3774.526000655024,8.143382066948465,SL,0.17466781578024473,0.048,0.008,0.11866781578024471
ETHUSDT,LONG,2024-03-25 09:30:00,3728.908335925179,2024-03-25 09:40:00,3737.6135524408037,0.02145400015046259,80.0,3737.6135524408037,3773.655235956281,8.705216515624842,SL,0.1867617164360211,0.048,0.008,0.13076171643602108
BTCUSDT,SHORT,2024-03-26 04:50:00,63550.59239497978,2024-03-26 05:20:00,63550.59239497978,0.001258839563646926,80.0,63550.59239497978,62787.98528624002,144.41709450553518,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-03-26 05:50:00,63480.47177431048,2024-03-26 06:30:00,63036.10847189031,0.0012602300796443467,80.0,63036.10847189031,64242.237435602205,173.8177019879366,SL,-0.5599999999999956,0.048,0.008,-0.6159999999999957
ETHUSDT,SHORT,2024-03-26 07:55:00,3724.336475150144,2024-03-26 08:00:00,3715.981275214579,0.0214803363052139,80.0,3715.981275214579,3679.644437448342,8.355199935565173,SL,0.17947250451323762,0.048,0.008,0.1234725045132376
BTCUSDT,LONG,2024-03-26 09:20:00,62924.12449800271,2024-03-26 10:20:00,63050.03471685851,0.0012713724765854994,80.0,63050.03471685851,63679.213991978744,125.9102188557964,SL,0.16007878677411483,0.048,0.008,0.10407878677411483
BTCUSDT,SHORT,2024-03-26 10:40:00,62646.77365261716,2024-03-26 10:45:00,62541.297925755214,0.001277001118103995,80.0,62541.297925755214,61895.01236878575,210.9514537238855,SL,0.13469262113553312,0.048,0.008,0.07869262113553313
ETHUSDT,LONG,2024-03-26 12:00:00,3748.4821894256515,2024-03-26 12:40:00,3752.0133824380587,0.02134197148533277,80.0,3752.0133824380587,3793.4639756987594,7.062386024814381,SL,0.07536262057999928,0.048,0.008,0.019362620579999275
BTCUSDT,LONG,2024-03-27 04:05:00,63373.41186327181,2024-03-27 04:15:00,63564.60239608792,0.0012623590500792361,80.0,63564.60239608792,64133.89280563107,191.1905328161116,SL,0.24135109938988553,0.048,0.008,0.18535109938988553
BTCUSDT,SHORT,2024-03-27 04:30:00,63318.0636767239,2024-03-27 04:55:00,63318.0636767239,0.001263462515348657,80.0,63318.0636767239,62558.24691260321,228.11876340851992,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-27 04:50:00,3787.1311973090956,2024-03-27 05:50:00,3760.621278927932,0.0211241691486271,80.0,3760.621278927932,3832.5767716768046,13.580693286553416,SL,-0.5599999999999967,0.048,0.008,-0.6159999999999968
BTCUSDT,SHORT,2024-03-27 06:55:00,63405.79689537198,2024-03-27 07:05:00,63405.79689537198,0.0012617142898150254,80.0,63405.79689537198,62644.92733262752,220.5573787025363,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-28 04:20:00,3551.0322758779475,2024-03-28 04:45:00,3558.696535574132,0.022528660340103784,80.0,3558.696535574132,3593.644663188483,7.664259696184709,SL,0.1726655034536915,0.048,0.008,0.1166655034536915
ETHUSDT,SHORT,2024-03-28 04:55:00,3558.376894605774,2024-03-28 05:55:00,3558.376894605774,0.022482160369598245,80.0,3558.376894605774,3515.6763718705047,9.282765506031025,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-03-28 07:10:00,3541.9334349283904,2024-03-28 08:10:00,3548.3726664253795,0.022586534013058723,80.0,3548.3726664253795,3584.436636147531,6.439231496989119,SL,0.14543992122470387,0.048,0.008,0.08943992122470387
ETHUSDT,SHORT,2024-03-28 08:55:00,3559.1552880515055,2024-03-28 09:05:00,3559.1552880515055,0.02247724348206138,80.0,3559.1552880515055,3516.4454245948873,10.610089321803184,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-03-28 09:10:00,66175.81674298785,2024-03-28 10:00:00,66116.54982482741,0.0012089008332258626,80.0,66116.54982482741,65381.706942072,118.53383632089205,SL,0.07164782674688892,0.048,0.008,0.015647826746888922
ETHUSDT,SHORT,2024-03-28 10:05:00,3552.777988773557,2024-03-28 11:00:00,3552.777988773557,0.022517590531351085,80.0,3552.777988773557,3510.144652908274,9.220673567956544,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,SHORT,2024-03-29 05:15:00,3521.6249501207158,2024-03-29 05:50:00,3521.6249501207158,0.022716785896595187,80.0,3521.6249501207158,3479.3654507192673,9.152942227793858,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-03-29 04:55:00,66981.14097262717,2024-03-29 05:55:00,66512.27298581878,0.001194366038534536,80.0,66512.27298581878,67784.91466429869,204.25336707204806,SL,-0.5599999999999944,0.048,0.008,-0.6159999999999944
BTCUSDT,LONG,2024-03-29 07:30:00,66310.45118388705,2024-03-29 07:40:00,66310.45118388705,0.001206446322890341,80.0,66310.45118388705,67106.17659809369,152.96304189340188,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-04-01 04:10:00,70026.31442426176,2024-04-01 04:35:00,69899.98642682597,0.0011424276810473222,80.0,69899.98642682597,69185.99865117061,126.32799743578003,SL,0.14432060116191767,0.048,0.008,0.08832060116191767
BTCUSDT,LONG,2024-04-01 05:25:00,69753.88836775257,2024-04-01 05:30:00,69753.88836775257,0.0011468894691322217,80.0,69753.88836775257,70590.93502816561,174.6820012184814,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-04-01 05:45:00,69913.79448547968,2024-04-01 05:50:00,69996.1259511037,0.0011442663152350444,80.0,69996.1259511037,70752.76001930544,164.66293124804545,SL,0.09420912279750432,0.048,0.008,0.03820912279750432
ETHUSDT,SHORT,2024-04-01 06:15:00,3696.9144689045993,2024-04-01 06:30:00,3696.9144689045993,0.02163966753163865,80.0,3696.9144689045993,3652.551495277744,6.267637968081941,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,SHORT,2024-04-01 07:15:00,3689.6136321993035,2024-04-01 07:20:00,3689.6136321993035,0.02168248710429705,80.0,3689.6136321993035,3645.338268612912,8.46322253011444,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-04-01 06:30:00,69478.53117413158,2024-04-01 08:20:00,68992.18145591267,0.0011514348194768085,80.0,68992.18145591267,70312.27354822116,183.1955731206126,SL,-0.559999999999995,0.048,0.008,-0.615999999999995
BTCUSDT,LONG,2024-04-02 05:25:00,70587.40454357682,2024-04-02 05:30:00,70628.24005249135,0.0011333466716517725,80.0,70628.24005249135,71434.45339809974,81.67101782906774,SL,0.04628078811349274,0.048,0.008,-0.009719211886507262
BTCUSDT,SHORT,2024-04-02 06:25:00,70509.99704034875,2024-04-02 07:50:00,70457.1844854559,0.0011345908858033376,80.0,70457.1844854559,69663.87707586457,105.62510978568935,SL,0.05992064343741725,0.048,0.008,0.00392064343741725
BTCUSDT,LONG,2024-04-02 08:10:00,70728.61804434135,2024-04-02 08:15:00,70869.90209823193,0.0011310838838933092,80.0,70869.90209823193,71577.36146087345,141.28405389059148,SL,0.15980411640675735,0.048,0.008,0.10380411640675735
ETHUSDT,LONG,2024-04-02 06:10:00,3687.618706137867,2024-04-02 08:35:00,3693.8715037019865,0.021694216884962588,80.0,3693.8715037019865,3731.8701306115213,12.50559512823931,SL,0.13564954649377736,0.048,0.008,0.07964954649377737
BTCUSDT,SHORT,2024-04-02 08:35:00,70701.97432597289,2024-04-02 10:05:00,70608.89873481246,0.0011315101277251237,80.0,70608.89873481246,69853.5506340612,186.1511823208442,SL,0.1053159740420194,0.048,0.008,0.04931597404201939
BTCUSDT,LONG,2024-04-02 10:20:00,70605.67414773427,2024-04-02 10:25:00,70605.67414773427,0.0011330534120049499,80.0,70605.67414773427,71452.94223750709,165.35641521886504,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-04-03 04:35:00,69519.19271140895,2024-04-03 04:40:00,69519.19271140895,0.001150761349201787,80.0,69519.19271140895,68684.96239887204,101.99266865380983,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-04-03 04:50:00,69586.88347275263,2024-04-03 05:15:00,69099.77528844336,0.0011496419441075374,80.0,69099.77528844336,70421.92607442566,130.0599606344686,SL,-0.5600000000000005,0.048,0.008,-0.6160000000000005
ETHUSDT,LONG,2024-04-03 05:10:00,3717.1599183527455,2024-04-03 05:50:00,3725.1639139873537,0.021521807443638824,80.0,3725.1639139873537,3761.7658373729787,8.00399563460794,SL,0.17226045282776223,0.048,0.008,0.11626045282776223
ETHUSDT,SHORT,2024-04-03 07:30:00,3745.2794207307516,2024-04-03 07:50:00,3740.765138336497,0.02136022203234999,80.0,3740.765138336497,3700.3360676819825,9.028564788509799,SL,0.09642607425800843,0.048,0.008,0.04042607425800843
BTCUSDT,SHORT,2024-04-03 06:40:00,69255.65155892272,2024-04-03 08:05:00,69118.75483208902,0.0011551403849249181,80.0,69118.75483208902,68424.58374021565,136.8967268337048,SL,0.15813493772964168,0.048,0.008,0.10213493772964169
ETHUSDT,LONG,2024-04-03 08:30:00,3741.4992669985877,2024-04-03 09:55:00,3741.4992669985877,0.021381802932752037,80.0,3741.4992669985877,3786.397258202571,9.712292669389614,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-04-04 07:00:00,3677.381588947492,2024-04-04 07:35:00,3677.381588947492,0.021754609377618844,80.0,3677.381588947492,3721.5101680148623,11.808731204730272,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-04-04 08:50:00,69911.24773964414,2024-04-04 09:15:00,69421.86900546664,0.001144307998877767,80.0,69421.86900546664,70750.18271251986,153.5861387063686,SL,-0.5599999999999924,0.048,0.008,-0.6159999999999924
ETHUSDT,LONG,2024-04-04 11:45:00,3663.9491489749485,2024-04-04 12:05:00,3638.301504932124,0.021834364164792338,80.0,3638.301504932124,3707.9165387626476,8.43818574219041,SL,-0.559999999999999,0.048,0.008,-0.6159999999999991
ETHUSDT,SHORT,2024-04-05 04:25:00,3595.4177321295447,2024-04-05 05:05:00,3588.0459064166853,0.022250543875639305,80.0,3588.0459064166853,3552.27271934399,7.371825712859344,SL,0.16402713146754386,0.048,0.008,0.10802713146754386
ETHUSDT,LONG,2024-04-05 05:35:00,3574.965565136856,2024-04-05 06:25:00,3574.965565136856,0.022377837923856326,80.0,3574.965565136856,3617.8651519184987,9.757656110520166,BE_STOP,0.0,0.048,0.008,-0.056
ETHUSDT,LONG,2024-04-05 07:35:00,3586.1383304864344,2024-04-05 07:55:00,3586.1383304864344,0.022308118825173306,80.0,3586.1383304864344,3629.1719904522715,12.096601116773321,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-04-05 09:00:00,69716.2229363549,2024-04-05 09:10:00,69228.20937580042,0.0011475090965991277,80.0,69228.20937580042,70552.81761159116,231.62571665619933,SL,-0.5599999999999931,0.048,0.008,-0.6159999999999931
ETHUSDT,LONG,2024-04-05 09:05:00,3582.1350184541784,2024-04-05 09:15:00,3582.1350184541784,0.02233304986770792,80.0,3582.1350184541784,3625.1206386756285,9.161989005666781,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,SHORT,2024-04-08 05:05:00,70568.97135397783,2024-04-08 05:25:00,70568.97135397783,0.0011336427110254393,80.0,70568.97135397783,69722.14369773009,190.7929755713567,BE_STOP,0.0,0.048,0.008,-0.056
BTCUSDT,LONG,2024-04-08 06:25:00,70791.5408872339,2024-04-08 06:30:00,70907.76803201518,0.0011300785234698387,80.0,70907.76803201518,71641.0393778807,232.45428956255168,SL,0.13134580016154612,0.048,0.008,0.07534580016154613
BTCUSDT,SHORT,2024-04-08 06:45:00,70582.72391716648,2024-04-08 07:05:00,71076.80298458665,0.0011334218284616687,80.0,71076.80298458665,69735.73123016048,276.0282479005376,SL,-0.560000000000006,0.048,0.008,-0.6160000000000061
