date,trades,net_pnl,gross_pnl
2024-05-10,6,-0.4552799176923592,-0.11927991769235913
2024-05-13,6,0.6624485557468851,0.9984485557468852
2024-05-14,3,-0.7280000000000003,-0.5600000000000003
2024-05-15,6,-0.5592622092982023,-0.22326220929820217
2024-05-16,3,-1.2880000000000056,-1.1200000000000054
2024-05-17,6,-0.015370787923608485,0.3206292120763915
2024-05-20,4,0.02034882752477899,0.24434882752477902
2024-05-21,6,-1.2763074689572906,-0.9403074689572906
2024-05-22,3,-1.2879999999999925,-1.1199999999999923
2024-05-23,6,-1.0578911962626532,-0.7218911962626531
2024-05-24,6,-0.5762291286453491,-0.24022912864534907
2024-05-27,6,0.2779967928740339,0.6139967928740339
2024-05-28,6,0.16877377344501054,0.5047737734450105
2024-05-29,4,-0.5914580811491824,-0.3674580811491823
2024-05-30,6,-2.3697016235887194,-2.033701623588719
2024-05-31,5,-1.3073356922940975,-1.0273356922940975
2024-06-03,3,-0.168,0.0
2024-06-04,6,-0.9065280196059553,-0.5705280196059552
2024-06-05,6,-0.61451603222471,-0.27851603222470994
2024-06-06,6,-1.0816455595177086,-0.7456455595177084
2024-06-07,6,-0.5167095475914714,-0.18070954759147131
2024-06-10,6,-0.2774258839337284,0.05857411606627169
2024-06-11,3,-0.7280000000000003,-0.5600000000000003
2024-06-12,3,-0.7280000000000015,-0.5600000000000015
2024-06-13,6,-1.2617850902235752,-0.925785090223575
2024-06-14,6,-0.014341418865483846,0.3216585811345162
2024-06-17,6,-0.33329305159684763,0.0027069484031524427
2024-06-18,6,1.2227403762627034,1.5587403762627035
2024-06-19,6,-1.7322714121090526,-1.3962714121090523
2024-06-20,4,-0.6513540312232285,-0.42735403122322857
2024-06-21,6,-0.5543364746450925,-0.21833647464509245
2024-06-24,6,-0.41299214099807174,-0.07699214099807167
2024-06-25,6,-0.7387567802049108,-0.4027567802049107
2024-06-26,5,-1.1522404171306087,-0.8722404171306084
2024-06-27,3,-0.7280000000000022,-0.5600000000000022
2024-06-28,3,-1.2879999999999932,-1.119999999999993
2024-07-01,3,-0.168,0.0
2024-07-02,6,-0.34961918974251455,-0.013619189742514581
2024-07-03,5,-1.0577544729717718,-0.7777544729717718
2024-07-04,6,-0.4046119870309901,-0.06861198703099003
2024-07-05,6,0.6152843817353083,0.9512843817353084
2024-07-08,6,0.43969558601528247,0.7756955860152825
2024-07-09,6,-0.575576996406246,-0.23957699640624597
2024-07-10,6,-0.7930576533056444,-0.4570576533056444
2024-07-11,6,-0.9554653603061123,-0.6194653603061122
2024-07-12,4,0.009837785179197839,0.23383778517919784
2024-07-15,4,-0.14362760400078078,0.0803723959992192
2024-07-16,6,-0.7485050656174392,-0.41250506561743916
2024-07-17,6,-0.5692936738627683,-0.23329367386276822
2024-07-18,4,-1.2597536536908034,-1.0357536536908034
2024-07-19,6,-0.8440863733245745,-0.5080863733245744
2024-07-22,6,0.019634967014048522,0.35563496701404856
2024-07-23,6,-0.40696979049805976,-0.07096979049805968
2024-07-24,6,-1.1880470232386269,-0.8520470232386269
2024-07-25,6,-0.022701137159752395,0.3132988628402476
2024-07-26,3,-0.7279999999999995,-0.5599999999999994
2024-07-29,4,-1.2638675557333348,-1.0398675557333346
2024-07-30,6,0.298440581595455,0.634440581595455
2024-07-31,6,-1.1731634957845791,-0.8371634957845789
2024-08-01,6,-0.3392854262871204,-0.0032854262871203632
2024-08-02,6,-0.8714091038055001,-0.5354091038055
2024-08-05,3,-1.2880000000000011,-1.120000000000001
2024-08-06,4,-0.6585077617233285,-0.43450776172332845
2024-08-07,6,0.07030170927134494,0.40630170927134496
2024-08-08,6,-0.9890489838683115,-0.6530489838683115
2024-08-09,5,-1.0509021465120587,-0.7709021465120586
2024-08-12,6,-1.6513824232498249,-1.3153824232498246
2024-08-13,6,-0.32554256502388784,0.010457434976112262
2024-08-14,3,-0.7279999999999942,-0.5599999999999942
2024-08-15,4,-1.3439999999999972,-1.119999999999997
2024-08-16,3,-1.2879999999999938,-1.1199999999999937
2024-08-19,3,-0.7280000000000062,-0.5600000000000062
2024-08-20,6,-1.108494944320871,-0.7724949443208708
2024-08-21,4,-1.0903878436222638,-0.8663878436222638
2024-08-22,4,-1.1199087977466595,-0.8959087977466594
2024-08-23,6,-0.45339427385734254,-0.11739427385734247
2024-08-26,3,-0.7279999999999993,-0.5599999999999993
2024-08-27,6,-1.118085836392341,-0.7820858363923409
2024-08-28,6,-0.5451287591533532,-0.20912875915335322
2024-08-29,6,-1.834018194514793,-1.4980181945147932
2024-08-30,6,-1.5019884244345225,-1.1659884244345224
2024-09-02,3,-0.7280000000000028,-0.5600000000000027
2024-09-03,6,-0.5501158483193775,-0.21411584831937752
2024-09-04,6,0.19306098372545138,0.5290609837254514
2024-09-05,6,-0.989707142019222,-0.6537071420192219
2024-09-06,6,-0.1602075856583528,0.17579241434164722
2024-09-09,6,0.2720403165920392,0.6080403165920393
2024-09-10,6,-1.1112615809375768,-0.7752615809375768
2024-09-11,5,-1.2304479199585372,-0.9504479199585371
2024-09-12,6,-1.1283275406134403,-0.7923275406134402
2024-09-13,6,-0.3177934085788876,0.018206591421112528
2024-09-16,6,0.10362917324751234,0.43962917324751233
2024-09-17,6,0.011110597553414057,0.34711059755341406
2024-09-18,3,-1.2879999999999883,-1.1199999999999881
2024-09-19,6,-0.43047555092177014,-0.09447555092177012
2024-09-20,6,0.2807494028164554,0.6167494028164555
2024-09-23,3,-1.848000000000006,-1.680000000000006
2024-09-24,6,-1.595164904182828,-1.259164904182828
2024-09-25,6,-0.39356327349841413,-0.05756327349841406
2024-09-26,3,-1.2880000000000043,-1.120000000000004
2024-09-27,6,-1.2748899343222406,-0.9388899343222404
2024-09-30,4,-1.2810950729319246,-1.0570950729319246
2024-10-01,6,0.04290609126162476,0.3789060912616248
2024-10-02,6,-1.573767666606844,-1.237767666606844
2024-10-03,6,-0.7207209128177511,-0.384720912817751
2024-10-04,5,-0.6930727124238434,-0.41307271242384336
2024-10-07,6,-0.8080986661677957,-0.47209866616779567
2024-10-08,6,-0.9649568533852253,-0.6289568533852251
2024-10-09,6,-1.6400806255847677,-1.3040806255847677
2024-10-10,5,-1.8593678079761626,-1.5793678079761624
2024-10-11,3,-1.2879999999999987,-1.1199999999999988
2024-10-14,3,-0.168,0.0
2024-10-15,6,-0.6814376200116032,-0.3454376200116032
2024-10-16,6,-0.12596117504714463,0.21003882495285536
2024-10-17,6,-0.5058126157259263,-0.1698126157259262
2024-10-18,6,-1.2863845329680932,-0.950384532968093
2024-10-21,6,-0.192053202928044,0.143946797071956
2024-10-22,4,-1.3440000000000012,-1.120000000000001
2024-10-23,6,-0.1672022094094726,0.16879779059052735
2024-10-24,6,-1.1138918660964223,-0.7778918660964222
2024-10-25,6,0.11869697930263895,0.45469697930263897
2024-10-28,6,-0.5694917208732542,-0.23349172087325415
2024-10-29,5,-0.7074523162212936,-0.4274523162212934
2024-10-30,6,1.1105208112775944,1.4465208112775945
2024-10-31,6,-0.44997425285671594,-0.11397425285671585
2024-11-01,6,0.13463991138388545,0.47063991138388545
2024-11-04,6,-0.5077898531646787,-0.17178985316467865
2024-11-05,5,-1.8037050792216291,-1.523705079221629
2024-11-06,3,-0.7280000000000009,-0.5600000000000008
2024-11-07,6,-0.703840017183095,-0.36784001718309495
2024-11-08,3,-0.168,0.0
2024-11-11,3,-0.727999999999998,-0.5599999999999979
2024-11-12,6,-0.3556070462468859,-0.019607046246885765
2024-11-13,6,-0.6062004460030781,-0.270200446003078
2024-11-14,6,-0.5565155117757116,-0.22051551177571152
2024-11-15,6,-1.682583469360614,-1.3465834693606138
2024-11-18,6,-0.47907628700959276,-0.14307628700959268
2024-11-19,4,-1.1929351312774852,-0.9689351312774851
2024-11-20,5,-0.45032061270703594,-0.1703206127070359
2024-11-21,6,-0.41508396022660043,-0.07908396022660039
2024-11-22,6,-1.13710953297902,-0.80110953297902
2024-11-25,5,-1.3210041070833165,-1.0410041070833165
2024-11-26,3,-1.2879999999999887,-1.1199999999999886
2024-11-27,3,-1.8479999999999928,-1.6799999999999926
2024-11-28,6,-0.4174191466062455,-0.08141914660624544
2024-11-29,3,-0.7279999999999991,-0.5599999999999989
2024-12-02,5,-0.08964835905898397,0.19035164094101603
2024-12-03,4,-0.7840000000000017,-0.5600000000000016
2024-12-04,3,-0.168,0.0
2024-12-05,6,-0.599197807770034,-0.26319780777003393
2024-12-06,6,-1.8428702601612283,-1.5068702601612283
2024-12-09,3,-0.7280000000000041,-0.560000000000004
2024-12-10,6,-0.9868777257095387,-0.6508777257095386
2024-12-11,6,-0.3128814665869036,0.023118533413096554
2024-12-12,6,-0.4454514339361816,-0.10945143393618145
2024-12-13,6,-0.5217579875390603,-0.18575798753906025
2024-12-16,6,-0.6598465368371593,-0.3238465368371593
2024-12-17,3,-0.7280000000000029,-0.5600000000000028
2024-12-18,6,-0.32040222038931343,0.015597779610686646
2024-12-19,6,-0.4036153343745294,-0.06761533437452924
2024-12-20,3,-1.2879999999999936,-1.1199999999999934
2024-12-23,6,-0.7171054226738685,-0.38110542267386843
2024-12-24,6,-0.6363478382627867,-0.30034783826278666
2024-12-25,6,-1.5397597458366856,-1.2037597458366855
2024-12-26,5,-1.6974015816123849,-1.4174015816123848
2024-12-27,3,-1.8480000000000043,-1.6800000000000042
2024-12-30,6,-1.124882900211647,-0.7888829002116469
2024-12-31,6,-0.5439730009976929,-0.20797300099769284
2025-01-01,6,-0.5067877125789123,-0.1707877125789122
2025-01-02,6,-1.7125844517047115,-1.3765844517047112
2025-01-03,5,-1.5261705839164779,-1.2461705839164776
2025-01-06,6,0.07186576223875671,0.4078657622387567
2025-01-07,6,-0.13149570743931785,0.20450429256068214
2025-01-08,6,-0.44892823091847467,-0.11292823091847462
2025-01-09,6,0.2635181955024978,0.5995181955024977
2025-01-10,6,-1.1950925106856365,-0.8590925106856364
2025-01-13,6,-0.791191757663337,-0.45519175766333697
2025-01-14,4,-1.1234025666886804,-0.8994025666886803
2025-01-15,6,-1.0381010507649264,-0.7021010507649263
2025-01-16,3,-0.168,0.0
2025-01-17,3,-0.168,0.0
2025-01-20,6,-1.3452488811878711,-1.009248881187871
2025-01-21,6,0.18843486124476128,0.5244348612447614
2025-01-22,6,-0.46142242671415856,-0.12542242671415849
2025-01-23,6,-0.5859790344681095,-0.24997903446810948
2025-01-24,6,-0.9273166353565978,-0.5913166353565976
2025-01-27,5,-1.0077309102804335,-0.7277309102804335
2025-01-28,6,0.3030654155876991,0.6390654155876991
2025-01-29,4,-1.1742220101842589,-0.9502220101842587
2025-01-30,6,0.4894522604551331,0.8254522604551331
2025-01-31,3,-0.7279999999999969,-0.5599999999999967
2025-02-03,6,-0.011362010310732786,0.3246379896892672
2025-02-04,6,-0.9220874021697075,-0.5860874021697073
2025-02-05,6,0.17401232603711891,0.5100123260371189
2025-02-06,6,-0.6896564511160737,-0.3536564511160735
2025-02-07,4,-0.08444211487465153,0.13955788512534847
2025-02-10,6,-1.0651304841880724,-0.7291304841880724
2025-02-11,3,-0.7280000000000009,-0.5600000000000008
2025-02-12,3,-0.7280000000000016,-0.5600000000000015
2025-02-13,3,-0.7279999999999988,-0.5599999999999987
2025-02-14,6,-0.4564893181901169,-0.12048931819011682
2025-02-17,6,-0.5978771183553082,-0.26187711835530814
2025-02-18,6,0.26097472113109155,0.5969747211310915
2025-02-19,4,-1.9040000000000004,-1.6800000000000002
2025-02-20,4,-0.05876860623986909,0.1652313937601309
2025-02-21,6,-0.3246717163509195,0.011328283649080492
2025-02-24,6,-1.8882710927810895,-1.5522710927810894
2025-02-25,4,0.17599999999999139,0.3999999999999915
2025-02-26,4,-0.7050503216797235,-0.48105032167972345
2025-02-27,3,-1.2880000000000007,-1.1200000000000006
2025-02-28,6,-0.5836428739993956,-0.2476428739993956
2025-03-03,3,-0.7280000000000039,-0.5600000000000038
2025-03-04,3,-0.168,0.0
2025-03-05,6,-0.6626268161750094,-0.3266268161750093
2025-03-06,6,-1.8025151838308282,-1.4665151838308281
2025-03-07,6,-0.6158073151398504,-0.2798073151398504
